ID,1-738,1-739,1-740,1-721,1-736,1-737,1-741,1-750,2-738,2-740,2-739,2-741,3-749,3-740,3-750,3-741,5-736,5-738,5-721,5-737,5-739,5-720,5-740,5-752,6-750,6-738,6-739,6-740,6-752,6-749,6-741,6-737,6-736,7-750,8-680,8-684,8-719,9-719,9-752,9-738,9-736,9-750,9-739,9-737,10-752,10-749,10-748,10-750,12-680,12-719,12-718,12-756,13-756,13-752,13-719,13-718,13-753,13-755,13-747,13-736,13-748,15-768,16-716,16-756,16-757,16-666,16-718,16-758,16-680,16-768,16-759,16-669,17-756,17-757,17-712,17-747,17-755,17-718,17-753,19-768,19-666,19-716,19-756,20-712,20-759,20-758,20-761,20-757,20-756,20-709,20-760,20-710,20-711,20-764,21-712,23-763,23-761,23-764,23-709,23-708,24-712,24-761,24-709,24-710,27-761,27-763,27-709,27-708,50-712,57-749,57-747,57-746,58-749,58-748,60-749,61-749,61-752,61-748,61-747,61-750,62-749,64-749,64-750,64-741,64-752,64-744,64-740,65-750,65-749,65-752,65-748,65-738,306-766,306-765,306-769,306-764,307-766,307-769,307-764,307-765,307-702,307-762,307-763,307-636,307-635,307-700,307-703,307-771,307-638,308-766,308-763,308-702,308-764,308-765,311-763,311-762,311-702,311-703,312-763,312-702,312-764,334-764,335-765,335-759,335-764,335-768,335-761,335-758,335-760,335-712,335-709,335-763,335-666,335-756,335-757,335-766,336-765,336-768,336-764,336-763,336-766,337-763,337-765,337-764,337-761,338-766,339-763,339-761,365-766,368-768,368-666,368-668,368-766,369-768,369-668,369-671,369-666,369-767,369-766,370-768,375-768,541-668,deltaE
577,11.3101,10.2965,9.6879,16.6825,16.083,14.5177,12.4937,12.867,8.1166,5.4787,6.3614,8.4053,10.4231,7.8651,9.0462,9.172,11.9845,8.0063,13.1009,12.1245,8.8179,17.0712,10.3136,13.172,4.8695,4.715,5.3257,6.492,9.2914,7.7898,6.4278,8.67,9.8288,8.0989,15.1225,15.6605,11.7865,7.2751,7.0406,5.6981,7.936,7.2213,8.9619,10.1739,8.529,8.6037,10.5327,7.5185,10.8019,8.0558,7.7654,10.7662,7.0911,6.2466,8.1509,8.215,10.52,11.1891,12.0571,10.7506,9.9668,14.0981,8.1285,5.8008,6.5611,11.3655,7.6669,8.9257,11.6767,11.6671,9.9271,12.9323,6.6231,9.2017,11.6227,14.1021,11.6474,10.1935,11.5414,9.5311,11.9808,12.8406,11.6477,7.2919,6.3963,9.9884,8.3379,7.7814,10.3287,11.8948,10.3226,10.3435,11.5632,9.2962,10.8492,8.0475,6.5634,6.821,11.4021,11.0929,9.4776,7.262,9.4372,9.9989,8.9341,9.1615,11.8581,10.7038,14.8508,11.6258,13.6132,17.3843,11.0325,11.6632,10.5592,6.7145,11.2144,9.2092,12.9213,9.038,9.7441,5.9849,8.8,10.64,13.3339,17.1942,13.0495,7.6805,7.2281,12.1846,11.9121,11.0423,8.8599,8.2078,11.9486,12.2346,6.2246,9.3223,11.7518,7.0211,10.48,13.4737,10.6562,12.8195,11.9279,12.0345,15.4899,13.293,16.1056,10.1058,7.6907,11.1567,11.0366,8.5993,9.6683,11.7601,12.895,15.9553,6.02,13.0113,10.5533,7.0066,7.1075,7.5715,4.9836,4.5043,8.9165,9.7466,9.1749,11.5392,14.584,9.1819,8.7322,14.5074,10.9504,10.2571,4.4616,6.3011,6.2407,7.4567,7.7055,5.4949,7.4426,6.4304,10.1413,11.3747,7.8687,13.39,12.9995,10.687,13.9737,11.461,13.0136,11.9155,10.8012,12.5751,13.7723,12.1987,14.6912,15.0238,13.4332,16.6068,-49.2635999999893
578,10.6992,9.602,9.9979,16.1295,14.9707,13.6837,13.2175,13.0884,7.3814,5.6705,5.4868,8.819,11.8819,8.5144,9.9505,10.7156,10.4151,6.8922,12.2068,10.8479,7.8459,14.7374,10.3992,12.1943,5.192,4.7613,5.3583,7.0143,8.9863,8.0451,7.651,8.6686,9.4902,8.6269,13.6793,14.1589,11.1933,6.7117,6.5377,5.7648,7.6869,7.4887,9.1079,10.1593,8.2521,7.2583,10.6123,7.7795,9.5726,7.2672,6.7723,10.2589,7.2642,6.2152,7.7376,7.8965,10.1878,11.2149,12.0198,11.1316,9.4356,12.2336,8.01,6.0726,6.414,11.0609,7.6831,9.009,12.1725,10.343,8.8069,13.3704,6.8364,9.1279,11.4762,14.69,11.6664,9.6607,11.646,8.5695,11.9175,12.8279,12.0722,7.4509,7.2324,11.4594,9.1086,8.392,10.4066,10.9118,12.0418,9.7104,12.1405,10.6473,11.2251,8.2039,6.2309,7.427,9.434,9.9631,10.131,9.1624,9.1298,10.214,9.6674,10.5683,10.2739,10.3583,14.9888,9.2076,14.2576,17.7538,9.2296,12.1378,10.1599,5.9052,11.4765,10.4744,14.1744,8.9837,9.3795,7.7992,8.3279,10.4395,13.3356,19.453,10.7771,8.6901,8.696,12.8061,13.83,11.2051,8.9076,8.024,11.0392,11.6572,9.5936,9.9897,12.001,9.2037,9.4441,10.5346,9.3615,13.6868,11.854,11.7192,14.0174,14.1181,15.0919,11.5127,6.7366,9.4614,10.6532,9.5757,8.9868,10.138,10.7003,14.7087,6.9164,12.2952,11.5722,6.6197,6.8526,7.5616,4.6182,4.6442,7.8307,10.6365,9.7688,11.608,13.0769,8.6349,9.3203,14.7032,11.329,10.1873,5.0311,7.6159,6.0971,6.905,8.6088,4.91,7.9571,6.4606,8.7889,11.8906,7.9551,12.2022,12.5072,9.8342,13.1685,11.3122,11.2007,10.7576,9.9315,13.0961,12.702,10.4905,12.5101,13.7903,12.4199,17.2515,-47.4946999999993
579,11.5339,11.8958,13.4467,16.1821,15.8911,15.0177,17.1852,14.1439,8.3602,9.6872,8.2209,13.1942,11.6861,11.5205,10.259,14.3003,12.4019,8.4533,14.7798,12.7224,10.1352,17.0122,12.9056,13.0182,5.5636,5.4616,6.475,9.1143,9.4133,8.0821,11.061,9.7379,10.7185,8.9709,14.5154,15.2643,11.4067,7.1601,7.1534,6.794,8.4738,8.0368,9.9329,10.7351,7.6946,8.3549,9.8255,8.1977,9.6827,7.5994,7.2284,10.6962,7.4689,6.1358,8.5276,8.1998,10.0629,10.8648,10.3943,10.6425,9.4607,12.5237,7.4449,5.7311,6.7164,11.2479,8.0907,8.6995,11.7259,11.91,9.4601,12.3675,6.771,9.5196,12.1505,12.0746,11.1299,10.3825,11.0929,9.1212,11.438,12.5492,12.1416,7.8195,6.1243,10.0392,8.4197,8.538,10.8213,11.264,10.5554,9.2768,11.6693,9.2853,11.2006,8.4996,6.483,7.0579,10.5081,10.0735,10.5647,8.3941,8.7051,9.4005,8.4645,9.4274,9.9369,9.0433,14.1865,10.8519,12.347,15.1743,10.6813,10.9209,10.072,6.3354,10.711,8.7516,11.8951,9.3209,9.1417,5.888,9.0004,13.0586,12.8111,18.3339,13.7866,7.9006,7.0736,11.6924,11.8568,10.929,9.3058,8.761,12.0729,12.3865,6.7912,9.4259,11.5026,7.1114,11.4815,12.1896,10.4411,12.7779,12.4732,12.1146,14.8035,13.5244,14.1697,10.662,7.3968,10.7344,10.7647,8.9405,8.0388,9.6894,11.0369,13.2653,6.2664,12.4133,10.8171,7.0441,7.2202,7.3918,4.7883,4.7272,7.8365,10.0977,9.1916,11.688,13.6632,8.9872,8.8993,15.1296,11.9034,10.5463,4.8982,6.3277,6.265,7.6506,7.9875,5.2194,7.5726,6.1181,8.7311,11.6607,7.7734,11.991,12.8116,10.2514,13.4765,11.6643,12.7009,11.3653,10.3394,12.5512,13.1532,11.1748,13.7729,14.5604,12.9703,17.846,-51.9912999999997
580,12.3377,12.5736,13.6984,15.7023,16.8023,16.5514,15.3722,13.7143,8.9755,9.3192,8.4408,11.2739,10.992,11.5786,9.8223,12.0157,9.6412,6.5962,9.2464,11.2422,8.8697,13.524,12.1047,11.2826,5.6349,5.8021,6.8509,9.2188,9.8971,7.9358,8.71,10.1416,10.5974,8.7365,13.8422,13.951,11.013,6.7499,6.6154,6.6951,7.428,7.8485,10.1409,10.6674,7.8188,7.687,9.5265,8.124,10.0123,7.1603,6.7297,9.6642,7.2835,6.6147,8.3403,8.7051,9.6797,11.3944,11.0589,11.0486,9.5737,14.3314,8.3486,5.7634,6.9658,12.1389,7.6287,9.0424,11.2027,12.1622,8.8597,13.4254,6.9084,9.5218,11.4512,13.5578,11.8358,10.4673,10.8762,10.2786,13.0958,13.35,11.6974,7.4678,5.8916,10.7161,7.8604,8.8864,10.9653,10.3284,10.3802,8.5834,11.1645,9.5491,10.9382,8.0777,5.7516,7.0001,9.5882,9.554,11.0656,8.3634,8.4286,9.6019,8.6955,10.0776,9.728,9.3758,15.0037,10.5182,12.4823,15.7311,10.3764,11.0648,10.0531,6.019,10.938,8.8895,12.3172,9.249,9.2906,6.1314,8.9715,11.4441,13.3696,17.4984,13.9442,8.1502,7.2877,12.1476,12.1517,11.1904,8.5664,8.1696,11.9089,12.1693,7.3186,10.5428,12.7542,8.4348,11.5305,12.9206,11.001,13.62,12.3571,13.0612,15.5342,14.3755,14.4289,9.5431,7.2854,9.959,10.736,8.5205,8.6404,10.5391,11.294,14.004,5.7671,11.3048,10.3983,6.4823,7.1246,7.1083,5.004,4.5901,8.3897,9.7193,8.7929,12.057,13.7932,9.2861,9.0013,14.4782,11.6641,10.6618,4.9127,6.0226,6.3182,7.8046,8.3388,5.1984,7.2538,6.1341,9.1019,11.3492,7.4466,12.0133,12.773,10.2414,13.9891,11.9568,13.575,12.0752,12.1059,14.4309,14.4766,13.2917,15.7309,15.2339,13.1067,17.4095,-43.3923000000013
581,12.1511,10.546,11.4957,15.0131,16.1179,16.0877,14.0527,14.1059,8.6017,7.2155,6.7681,9.7332,11.4606,10.0809,9.6963,10.8138,9.5329,6.3506,9.648,10.5129,5.7813,13.8701,8.8195,11.2354,5.4819,5.6207,6.7443,8.6717,9.893,8.205,7.9604,10.5569,10.5857,8.7542,13.9055,14.2699,11.574,7.082,7.0078,6.7342,7.7526,7.4733,8.814,10.8322,7.9995,8.286,10.0935,7.6726,9.5318,7.1614,6.7291,10.0329,7.3633,6.1041,7.9026,8.2448,9.706,11.2043,11.1891,10.5625,9.4263,13.5141,8.1766,6.0435,7.3299,11.7567,7.4114,9.0235,11.0352,11.3115,9.9203,13.1327,6.9036,9.5933,12.0174,13.7851,11.6584,9.9195,11.061,8.2496,11.2462,11.8793,11.0934,7.391,6.1548,9.8617,8.7288,8.5837,10.6974,10.726,10.4302,9.067,11.3221,9.4311,10.8182,8.3906,6.3005,6.856,9.8056,9.9404,10.5025,9.5924,9.2217,10.2233,8.5282,9.3008,10.0379,9.4222,12.9071,10.5223,13.002,16.2349,10.4771,11.1697,9.4106,5.8471,10.3968,8.4561,12.0597,8.6601,8.8681,5.9909,9.0991,12.8964,13.5332,16.8801,15.7613,7.5312,6.9234,11.9469,11.7855,10.5598,8.7652,8.2279,12.5668,12.2651,8.0615,11.1748,12.4481,8.4649,11.5163,11.9859,10.3513,12.7115,12.4037,12.4014,14.9279,14.4189,14.6427,10.2251,7.553,11.041,11.05,8.6716,9.453,10.9553,12.09,14.7979,5.825,11.8577,10.5431,7.2917,6.9724,6.9926,4.519,4.3762,7.6225,9.8021,8.6128,11.1882,12.6581,8.7303,9.4087,14.906,11.8138,10.5641,4.6895,6.3697,6.3348,7.7202,8.1392,5.3269,7.0695,6.332,8.9327,11.0887,7.5535,12.0009,12.4731,10.5734,13.7953,11.2234,12.8425,11.2818,10.1081,12.4122,13.0555,11.6223,14.0046,14.6331,12.8178,17.7388,-46.8646999999946
582,12.5909,11.6231,12.9794,16.412,16.6603,16.7089,14.2749,14.2013,8.7575,8.6872,7.4535,10.0759,11.6014,11.5362,10.1576,11.1598,10.2157,7.7592,10.6304,12.0336,7.6228,15.0689,10.8713,11.8954,5.6685,4.8569,6.1684,8.7763,9.337,8.3934,7.561,9.8019,9.717,8.8552,14.2136,14.4186,10.7104,6.7517,7.1345,6.877,7.7653,7.8093,9.1269,11.1668,8.1887,7.4686,10.3267,7.9424,10.4863,7.5399,7.2219,10.4999,7.2612,6.183,8.202,7.9599,10.4226,11.1723,11.7744,10.4386,9.3595,12.932,7.2095,6.1602,6.8216,10.0298,7.9459,7.7812,11.4819,10.1469,8.9298,11.9866,6.7519,9.0413,11.9599,13.9763,11.6743,10.1073,11.6272,9.2753,12.6406,13.3449,12.3138,7.8391,6.3099,10.6615,8.6226,8.7065,11.033,10.9026,10.7976,9.2172,11.3401,9.4939,11.279,8.8227,6.5778,7.2213,10.2963,10.2811,11.5354,9.8469,10.0186,10.6923,9.0643,10.255,10.8061,10.0253,15.0202,10.2856,13.8034,17.0328,9.5457,11.233,9.7682,5.7766,11.0933,9.4007,13.0535,9.2938,8.7762,6.8837,9.7371,13.1678,13.8212,18.8885,16.6243,8.4572,7.7152,12.2767,12.9194,10.6642,9.6556,8.6301,12.5948,12.2978,9.0013,11.2468,12.5909,9.3597,10.2291,11.105,9.5546,13.924,12.4456,12.3042,13.5552,14.5813,14.9309,11.557,7.5051,10.7083,11.843,10.2575,9.2337,10.5844,12.1125,14.4671,7.0693,12.677,11.915,7.1653,7.2593,6.8753,4.5511,5.2409,7.4807,10.3678,9.1471,11.2478,12.7042,8.7568,10.2143,14.6359,11.7954,10.9642,4.6043,6.2518,5.9179,7.4166,8.6497,5.0224,6.9964,6.0091,8.7557,11.3432,7.5122,12.0949,11.9433,8.9923,13.0083,10.6468,11.4317,9.7251,9.1216,11.4773,12.1132,10.12,12.4834,12.98,11.8263,16.5411,-43.3495999999977
583,12.315,10.435,12.3503,16.6626,16.5069,16.1194,14.2635,14.0743,8.6606,8.0847,6.2818,10.4221,11.5685,10.5023,9.7786,10.9255,9.0908,6.7169,10.1057,10.826,5.8921,13.9211,9.578,11.301,5.4621,4.8565,5.6989,8.1789,9.4845,8.1217,7.5324,9.6191,9.7446,8.4459,13.1425,13.6779,10.8877,6.6442,6.6894,6.2399,7.0613,7.35,8.2189,10.4378,7.7675,7.0543,10.219,7.4652,9.2144,7.6862,7.0148,10.9148,8.1732,6.1741,8.0974,7.9962,10.7401,12.3187,12.4832,10.5799,9.7326,13.2295,7.7735,6.2267,7.1442,11.4613,7.2921,8.8219,10.7051,11.3187,9.358,13.0483,7.1797,9.4956,12.292,14.1823,12.1988,9.5899,11.4026,9.3418,12.2758,12.8126,12.1606,7.8484,6.0177,10.2144,8.4744,8.412,10.7602,10.8279,10.5831,9.3047,11.3364,9.8015,11.6101,8.3165,6.2047,7.8053,9.7367,9.6297,10.8979,9.4519,9.6088,10.4974,9.1963,9.9441,10.6335,10.0005,14.844,9.2214,13.2176,16.214,8.4192,10.7071,9.2432,5.1489,10.8995,9.3609,13.0011,8.6104,8.2704,6.7034,9.0837,12.888,13.492,17.9052,15.8728,8.4793,8.0639,12.6764,13.3838,10.7981,8.7261,7.6311,11.1551,11.6379,6.5041,8.9139,11.6294,7.3591,10.0098,11.6245,10.4662,12.6563,12.9925,11.2334,13.9034,13.2139,13.9509,10.4738,7.6163,10.8355,11.0399,8.8866,9.5014,11.3925,12.6457,15.1432,6.9547,12.7812,11.7289,6.7598,7.0501,7.188,4.7373,4.3905,7.8785,9.5639,8.8753,11.7226,13.3338,8.9317,8.8734,14.6472,11.4748,10.4417,4.675,6.9607,6.0555,6.9733,8.5204,4.5998,7.6982,6.5685,8.3432,11.7076,8.0839,12.2041,12.3549,9.4699,13.204,10.9092,12.4211,10.1294,9.2706,11.8339,12.3619,10.5175,13.4619,13.6559,12.4905,15.8027,-42.3378000000157
584,10.7497,9.9358,9.4268,15.7683,15.6109,14.5122,10.7914,13.2047,6.8259,5.6861,6.0817,6.5291,11.7432,9.9595,9.736,9.2195,9.3504,5.7162,10.7033,10.2822,5.9471,14.4376,8.6859,11.2365,5.1453,5.0829,7.229,8.8222,9.3511,7.7492,6.7059,9.893,10.2708,8.8491,13.6663,14.4825,10.9631,6.8689,6.891,6.0413,7.5712,7.6009,8.4546,10.349,8.1917,7.5202,10.6616,8.0204,9.6927,7.5793,7.0177,10.6478,7.3661,6.393,7.9855,7.8195,10.7981,11.3255,12.7129,10.7325,9.6823,12.493,7.5476,6.0613,7.3075,11.4184,7.4963,8.6744,11.3134,10.822,8.7731,12.8977,6.9223,9.4479,12.6257,15.1305,11.7585,9.8654,12.1641,9.1638,12.5955,13.0452,12.2814,8.7212,6.1012,10.6983,9.7062,8.7419,10.7477,12.9177,10.7913,10.4297,11.4703,9.8407,12.3455,8.4476,6.6519,7.057,11.4272,11.8266,11.5499,10.6484,11.6462,11.1381,8.6518,9.5653,11.2656,11.1611,14.9549,9.7667,15.0189,18.061,9.7511,12.3324,10.1833,5.9703,11.1223,10.3655,14.0707,9.1487,9.1059,7.4273,9.4672,13.2764,13.7135,19.2292,16.4905,8.668,8.5564,12.782,13.8473,10.7408,8.7435,8.4827,12.185,12.6479,6.0066,9.4365,11.4837,6.7245,10.7473,11.8595,10.2664,12.8326,11.9949,11.9058,15.3602,13.0805,13.9113,9.7178,7.0594,10.3594,10.5424,8.1915,7.6841,9.3447,10.6634,12.5396,6.0156,12.6086,10.6606,6.4974,6.8139,7.7544,4.7832,4.0419,8.9966,10.0591,9.2339,13.1137,15.4391,9.1242,9.0095,15.017,12.1697,10.0767,4.4734,7.0331,6.1886,7.2267,7.7769,4.8127,7.2121,6.0326,8.4462,10.8602,7.7004,11.6047,12.2911,9.9126,13.3348,10.4957,11.5674,11.0049,9.464,11.3606,13.0201,11.116,13.2422,13.9424,12.1129,16.7544,-50.4583000000002
585,10.7167,9.0417,9.6323,13.5899,14.9714,13.9956,12.3589,12.9052,7.2274,5.5664,5.3042,8.1676,10.915,9.0444,9.2156,10.0731,8.5157,5.7066,8.677,9.4437,5.549,12.8304,8.9426,10.6256,4.7543,4.6656,6.0142,7.8812,9.1815,7.3269,7.1056,9.4517,9.8791,8.3524,13.2065,14.0913,10.7355,6.3525,6.5772,6.1694,7.3226,7.2718,8.5287,10.1691,7.943,7.2163,10.2211,7.5746,10.309,7.6746,6.6847,9.9637,7.2361,6.1466,8.1333,8.6839,10.299,11.3281,12.151,10.6669,9.9067,12.7726,7.8908,5.841,6.7344,11.034,8.4423,8.4563,12.5584,11.4751,8.3638,12.97,7.1954,9.869,11.8983,14.2255,12.1628,11.0964,11.5251,9.99,12.5258,13.0683,11.842,8.0822,6.2526,10.5029,9.2616,8.8151,10.5104,11.2895,10.7952,9.5374,11.7006,9.7953,12.1851,8.3134,6.5785,7.368,9.8148,10.8498,11.9958,9.9956,9.8954,11.0098,9.4146,10.4348,10.4486,11.2817,17.5703,9.7785,14.0983,17.357,9.69,11.855,10.0946,5.8503,11.5174,9.9287,13.6717,9.228,9.0308,7.3793,9.7344,13.275,14.3615,19.9972,15.1116,8.5966,8.0276,12.7966,13.3245,10.7238,8.7865,7.7002,11.1821,11.1025,9.3994,11.3723,12.8982,9.5097,11.0102,12.0894,10.9086,14.2676,13.36,13.338,15.3543,15.1826,15.653,10.4079,6.6314,9.976,9.7157,8.3486,7.4444,8.5779,9.6294,13.0512,6.0652,11.8467,10.3349,6.3958,6.7657,7.1822,4.7223,4.4265,8.3371,9.9001,8.8388,11.8348,13.3116,8.8349,8.8953,14.4292,11.7027,10.1524,4.9054,6.5179,6.1897,7.4899,8.4609,5.2586,7.6806,6.1748,8.6498,11.756,8.1474,11.8887,13.0833,9.9983,13.9038,11.13,12.38,11.9183,11.0309,14.2372,14.494,12.0263,14.0727,14.259,12.554,17.0913,-46.5777000000107
586,10.7572,8.9702,9.6332,14.25,14.7908,13.9385,12.0821,13.0707,7.5208,5.8562,5.8721,7.9275,11.4116,9.5425,9.7024,10.147,9.9879,7.2079,10.254,10.7305,6.1675,14.5797,9.0541,12.2891,5.3749,4.6271,5.6407,7.5332,9.4464,8.0738,6.8697,9.2909,9.7818,8.7202,13.177,13.4392,10.3205,6.4073,6.5215,5.9705,6.8904,7.4838,7.9362,9.8257,8.0545,8.2348,10.8992,8.3434,9.1003,7.2041,6.6086,9.7135,7.266,6.1013,8.1373,8.2525,10.2682,11.3039,12.4652,10.5047,9.9266,12.4948,8.1909,6.1385,7.3294,10.639,8.4713,8.889,12.001,10.4549,8.8247,12.7906,7.3224,9.8576,12.3295,14.9108,12.2657,10.5835,11.868,8.2467,11.1274,12.9513,12.2296,8.1185,6.0078,10.0452,8.3778,8.566,10.3679,11.0144,10.4559,9.4606,11.5328,8.8436,11.8191,7.613,6.0159,6.4306,9.813,9.1762,10.6114,8.223,7.9224,9.318,8.8338,9.4237,9.604,8.8497,16.3581,9.8274,13.8557,17.3669,9.8208,11.8687,9.7531,5.695,10.5035,9.4279,13.0681,8.9095,9.1256,7.498,9.5724,12.3547,14.0903,19.504,14.5534,8.4776,8.1608,12.398,13.2546,10.2178,9.1254,8.7994,12.0902,13.0503,9.0785,11.4364,14.0964,9.8014,10.2171,12.5783,12.0305,12.6688,12.4609,12.7086,13.5991,14.2556,14.5889,9.8189,7.7546,9.1825,10.8132,8.1811,8.3738,9.2459,9.0983,11.3944,6.2979,10.9881,10.647,7.0779,6.672,7.8111,4.8937,4.2552,7.9672,10.7196,9.662,12.3128,13.6309,8.7802,8.7143,14.8037,12.3705,9.939,4.7129,7.0593,7.0831,8.1338,7.7,5.7105,7.0737,6.8486,9.1894,11.2005,8.2646,12.2707,12.971,10.9161,14.0627,11.6069,12.4695,11.4574,10.1614,11.6708,13.3472,11.1269,13.7124,14.2364,12.2556,18.0541,-52.8685999999889
587,11.7385,10.1294,11.6076,15.9354,15.5205,16.176,13.9635,13.047,8.3529,7.4957,6.376,9.7909,11.0754,10.7956,9.7244,11.6787,10.8876,8.1458,12.0655,12.7569,7.6421,15.5591,10.8218,12.3834,5.0657,5.2656,6.0776,8.7146,9.1588,7.8023,8.501,10.5378,9.6569,8.8122,13.7519,14.3298,11.3666,7.1754,6.8951,6.7986,7.8834,7.3138,9.0698,11.2325,8.2018,8.1029,11.0404,7.8471,9.3697,7.3974,6.7775,9.5063,7.2334,6.5817,8.2465,8.1156,10.1975,11.2742,12.9045,10.9607,11.07,12.5855,7.4701,6.0737,6.8653,10.602,8.0541,8.2811,11.6043,10.0652,8.8487,12.9266,6.9183,9.3788,12.4494,15.5271,11.8662,10.1726,11.5474,8.6041,11.9195,12.5656,11.8893,8.4776,6.0251,9.9347,8.5369,8.2662,10.58,10.923,10.4743,9.7674,11.8071,9.0742,12.1636,7.7157,6.404,6.8954,9.8642,9.9377,11.5097,9.6114,9.2968,10.7066,8.8125,9.7164,9.6033,9.4764,15.6886,10.4357,13.4394,17.0251,10.3459,12.5314,11.267,6.8434,11.7677,10.4935,13.7964,10.0108,9.3224,6.2495,8.8789,12.9637,13.2639,18.3777,14.9915,8.3421,7.7041,12.2241,12.7705,11.1998,9.5004,8.3492,11.4473,11.5989,10.5015,11.8981,13.565,10.5353,11.0142,11.6954,11.2004,12.7078,12.3172,13.2968,14.3296,15.9969,15.9246,10.4289,7.2456,10.0167,10.2719,8.7096,7.5459,7.8765,8.9538,11.588,6.5554,11.7141,10.798,6.9876,6.6414,7.4346,4.6544,4.215,8.1016,10.172,9.4387,12.3132,13.3424,8.3597,9.1951,14.7487,11.8265,10.1701,4.883,7.0317,6.3795,7.5828,8.4195,5.5527,7.5693,6.5923,9.2177,11.4839,7.7521,11.7495,13.2662,10.4021,14.1354,11.482,12.5557,10.8586,10.1845,12.4073,13.2678,10.9548,13.4924,14.2118,12.1471,18.8361,-37.6069999999872
588,10.1264,9.4719,9.5867,15.3263,15.3495,14.5877,10.9805,12.7213,7.1071,5.9946,6.6348,6.8531,11.0028,9.8286,8.812,9.121,9.4443,5.4481,10.2063,9.9391,5.5223,14.3635,8.2283,11.3626,4.8053,5.1139,7.3911,8.6425,9.1103,7.7444,6.5872,10.177,10.5012,8.7799,13.3044,13.5293,10.1543,6.7196,6.3028,6.0535,7.1099,7.4435,8.6467,9.6442,8.103,8.2652,10.9838,7.7065,9.634,7.1709,6.5706,9.3951,7.1404,6.2863,8.6172,8.6831,10.5116,11.3105,12.3876,10.691,10.2685,12.8162,7.9535,5.7826,6.9384,11.1576,7.9911,8.7232,11.7235,11.2216,8.9315,12.8881,7.0246,9.2996,10.8998,15.1523,12.0356,10.6888,12.0953,8.86,11.8639,12.932,12.0593,7.7889,5.9153,10.22,8.022,8.8408,10.9533,10.5479,10.2258,8.7424,11.0349,8.8236,10.8591,7.5809,6.0663,6.6823,9.6622,9.3116,10.7881,8.2958,7.8351,9.1423,8.3427,8.62,9.4077,8.4133,15.0344,10.2014,15.7821,18.9672,9.9958,12.719,10.8126,6.5085,11.8158,10.9069,14.6061,9.1541,9.5286,7.382,9.2563,13.1202,14.1193,18.7094,16.1277,8.0006,8.2815,12.4763,13.224,10.8125,8.3678,8.0319,11.7625,12.2687,10.1274,13.0635,14.5508,10.6334,13.0943,14.7057,12.9656,15.3859,14.483,14.7323,18.0108,16.2796,15.5799,8.8486,8.06,10.2868,10.2737,7.5379,7.593,8.9928,9.1392,13.8679,5.9019,10.849,10.0898,7.103,6.6061,7.325,4.8093,4.195,7.9346,10.3193,9.3109,11.8239,13.1568,9.0103,9.0125,14.6511,11.9526,9.8211,4.2979,6.1457,6.5374,8.4063,7.5803,6.0627,6.6543,6.5135,9.3733,11.0862,8.1348,12.3893,13.0108,10.4218,13.987,11.7987,13.114,12.0799,11.2525,13.3467,14.2722,12.4196,14.6483,14.8857,13.2209,18.7648,-54.8833999999861
589,11.9319,11.1424,10.585,18.3182,16.5519,16.7244,13.1481,12.9944,8.5528,6.3636,6.9707,9.3527,10.4454,8.2777,8.9427,9.4766,11.3396,7.7569,13.5041,12.9146,8.5204,15.6248,10.4239,12.8203,4.9865,4.5561,5.5214,6.9444,9.0618,7.83,6.9485,9.8369,9.6116,8.2645,14.0571,14.7526,10.7663,6.3997,6.9274,5.6034,7.6174,7.5983,8.921,10.4867,7.8187,7.5464,10.218,7.897,9.8693,7.2304,6.9313,10.9474,7.2494,6.7078,7.7732,7.9019,9.6826,11.0869,12.3383,10.8632,10.4312,13.0425,7.6112,6.6112,7.2025,10.2814,8.0915,8.3421,11.4102,10.7822,8.4913,12.3074,6.7221,8.5157,11.2545,15.0541,11.8307,10.3149,11.4974,8.6128,11.4965,13.1276,12.7789,7.8056,5.9604,10.5787,7.7721,8.796,10.7068,10.2396,10.2029,8.7013,10.9549,8.9582,11.2101,7.2462,5.6711,6.2859,9.7977,9.4904,10.7609,8.1704,7.8605,9.1479,7.5493,8.2738,8.9078,7.8978,15.1913,10.6981,13.8638,17.5906,9.5073,11.2643,10.1108,5.8378,10.8403,9.1937,12.6716,9.2499,8.1912,6.2818,9.026,11.3928,13.3805,17.6808,13.7445,8.3239,7.4632,12.4871,12.6833,11.2278,9.2125,8.9487,12.1016,13.0313,10.5051,12.9548,15.426,11.281,13.1164,14.6907,13.3431,14.7594,13.1806,14.7363,17.6022,16.4852,15.613,9.7444,8.5616,10.5804,11.2969,8.4976,7.9972,9.3411,9.3114,13.8113,6.0479,10.8344,10.108,6.8699,6.6638,7.3539,4.4055,4.6554,7.63,10.5046,9.0454,11.8981,13.2068,8.3227,9.0484,14.9468,12.4197,10.1703,4.6979,6.1166,6.9312,8.3769,7.6848,6.2106,6.9181,6.9642,9.6738,11.4101,8.161,12.0074,12.3417,9.9787,13.7124,11.3534,12.2349,10.8448,9.9864,12.1512,13.1287,10.9687,13.4046,14.1701,12.2508,16.9337,-48.7011999999959
